subject,task,session,file,condition,component,tmin,tmax,roi,mean_amp_uV
sub24,task1,2,clean_epochs_task1_ICA_sub24_czy1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-9.117147066044293
sub24,task1,2,clean_epochs_task1_ICA_sub24_czy1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-8.902386025700766
sub24,task1,2,clean_epochs_task1_ICA_sub24_czy1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-9.048263016146144
sub24,task1,2,clean_epochs_task1_ICA_sub24_czy1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-9.422418701616191
sub24,task1,2,clean_epochs_task1_ICA_sub24_czy1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-9.697741200900136
sub24,task1,2,clean_epochs_task1_ICA_sub24_czy1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-7.238281462771405
sub24,task1,3,clean_epochs_task1_ICA_sub24_czy1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-11.53231848693655
sub24,task1,3,clean_epochs_task1_ICA_sub24_czy1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-11.054219216727756
sub24,task1,3,clean_epochs_task1_ICA_sub24_czy1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-10.844933079673389
sub24,task1,3,clean_epochs_task1_ICA_sub24_czy1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-11.90286843440583
sub24,task1,3,clean_epochs_task1_ICA_sub24_czy1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-11.200027943102357
sub24,task1,3,clean_epochs_task1_ICA_sub24_czy1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-11.812688633296656
sub24,task1,3,clean_epochs_task1_ICA_sub24_czy1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-9.36992364696845
sub24,task1,3,clean_epochs_task1_ICA_sub24_czy1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-12.206631974984122
sub24,task1,4,clean_epochs_task1_ICA_sub24_czy1_sess3-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-5.909641731724554
sub24,task1,4,clean_epochs_task1_ICA_sub24_czy1_sess3-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-6.545363949255798
sub24,task1,4,clean_epochs_task1_ICA_sub24_czy1_sess3-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-5.669192525788146
sub24,task1,4,clean_epochs_task1_ICA_sub24_czy1_sess3-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-6.2704882036863205
sub24,task1,4,clean_epochs_task1_ICA_sub24_czy1_sess3-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-5.785865272981375
sub24,task1,4,clean_epochs_task1_ICA_sub24_czy1_sess3-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-6.01573583921871
sub24,task1,4,clean_epochs_task1_ICA_sub24_czy1_sess3-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-4.339123207785351
sub24,task1,4,clean_epochs_task1_ICA_sub24_czy1_sess3-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-7.0584431914582275
sub25,task1,3,clean_epochs_task1_ICA_sub25_cjb1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-4.1988192807586175
sub25,task1,3,clean_epochs_task1_ICA_sub25_cjb1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-4.301303314878497
sub25,task1,3,clean_epochs_task1_ICA_sub25_cjb1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-4.172144282542713
sub25,task1,3,clean_epochs_task1_ICA_sub25_cjb1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-4.264725318924692
sub25,task1,3,clean_epochs_task1_ICA_sub25_cjb1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-4.178026147865824
sub25,task1,3,clean_epochs_task1_ICA_sub25_cjb1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-4.224905211115033
sub25,task1,3,clean_epochs_task1_ICA_sub25_cjb1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-4.127049981732209
sub25,task1,3,clean_epochs_task1_ICA_sub25_cjb1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-4.393555079485355
sub25,task1,4,clean_epochs_task1_ICA_sub25_cjb1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-2.8939068101654812
sub25,task1,4,clean_epochs_task1_ICA_sub25_cjb1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-3.203898093054442
sub25,task1,4,clean_epochs_task1_ICA_sub25_cjb1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-2.720202175789906
sub25,task1,4,clean_epochs_task1_ICA_sub25_cjb1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-3.1387015863589087
sub25,task1,4,clean_epochs_task1_ICA_sub25_cjb1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-2.729451689214143
sub25,task1,4,clean_epochs_task1_ICA_sub25_cjb1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-3.053056927215163
sub25,task1,4,clean_epochs_task1_ICA_sub25_cjb1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-2.64092063215358
sub25,task1,4,clean_epochs_task1_ICA_sub25_cjb1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-3.391557246688063
sub26,task1,3,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-5.399991275082952
sub26,task1,3,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-5.462144130579106
sub26,task1,3,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-5.526502216618933
